CODE,LABEL,YEAR,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Males who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Females who are current smokers no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,"SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with high or very high psychological distress, based on the Kessler 10 (K10) scale no.",SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons with fair or poor self-assessed health (15 years and over) no.,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15  %,SELECTED HEALTH CHARACTERISTICS (MODELLED) - PERSONS 18 YEARS AND OVER LIVING IN PRIVATE DWELLINGS - 2011-12 & 2014-15 Persons who had high blood pressure (measured systolic/diastolic blood pressure was equal to or greater than 140/90 mmHg) no.,PRIVATE HEALTH Taxpayers who report having private health insurance  no.,CORE ACTIVITY NEED FOR ASSISTANCE  Persons who have need for assistance with core activities %
109031185,Tocumwal - Finley - Jerilderie,2012,-,-,-,-,-,-,-,-,-,"2,802",-
109031185,Tocumwal - Finley - Jerilderie,2013,-,-,-,-,-,-,-,-,-,"2,718",-
109031185,Tocumwal - Finley - Jerilderie,2014,-,-,-,-,-,-,-,-,-,"3,044",-
109031185,Tocumwal - Finley - Jerilderie,2015,-,-,-,-,-,-,-,-,-,"3,151",-
109031185,Tocumwal - Finley - Jerilderie,2016,-,-,-,-,-,-,-,-,-,"3,230",6.5
110011186,Armidale,2011,-,-,-,-,-,-,-,-,-,"5,857",4.5
110011186,Armidale,2012,-,-,-,-,-,-,-,-,-,"6,060",-
110011186,Armidale,2013,-,-,-,-,-,-,-,-,-,"6,339",-
110011186,Armidale,2014,-,-,-,-,-,-,-,-,-,"7,066",-
110011186,Armidale,2015,-,-,-,-,-,-,-,-,-,"7,364",-
110011186,Armidale,2016,-,-,-,-,-,-,-,-,-,"7,513",5.1
110011187,Armidale Region - North,2011,-,-,-,-,-,-,-,-,-,"1,175",4.6
110011187,Armidale Region - North,2012,-,-,-,-,-,-,-,-,-,"1,242",-
110011187,Armidale Region - North,2013,-,-,-,-,-,-,-,-,-,"1,261",-
110011187,Armidale Region - North,2014,-,-,-,-,-,-,-,-,-,"1,412",-
110011187,Armidale Region - North,2015,-,-,-,-,-,-,-,-,-,"1,448",-
110011187,Armidale Region - North,2016,-,-,-,-,-,-,-,-,-,"1,504",4.8
110011188,Armidale Region - South,2011,-,-,-,-,-,-,-,-,-,"1,520",4.4
110011188,Armidale Region - South,2012,-,-,-,-,-,-,-,-,-,"1,621",-
110011188,Armidale Region - South,2013,-,-,-,-,-,-,-,-,-,"1,731",-
110011188,Armidale Region - South,2014,-,-,-,-,-,-,-,-,-,"1,935",-
110011188,Armidale Region - South,2015,-,-,-,-,-,-,-,-,-,"2,053",-
110011188,Armidale Region - South,2016,-,-,-,-,-,-,-,-,-,"2,096",5.1
110011189,Walcha,2011,-,-,-,-,-,-,-,-,-,"1,059",5.1
110011189,Walcha,2012,-,-,-,-,-,-,-,-,-,"1,125",-
110011189,Walcha,2013,-,-,-,-,-,-,-,-,-,"1,171",-
110011189,Walcha,2014,-,-,-,-,-,-,-,-,-,"1,272",-
110011189,Walcha,2015,-,-,-,-,-,-,-,-,-,"1,328",-
110011189,Walcha,2016,-,-,-,-,-,-,-,-,-,"1,312",4.9
110021190,Glen Innes,2011,-,-,-,-,-,-,-,-,-,"1,839",7.1
110021190,Glen Innes,2012,-,-,-,-,-,-,-,-,-,"1,868",-
110021190,Glen Innes,2013,-,-,-,-,-,-,-,-,-,"1,965",-
110021190,Glen Innes,2014,-,-,-,-,-,-,-,-,-,"2,207",-
110021190,Glen Innes,2015,-,-,-,-,-,-,-,-,-,"2,289",-
110021190,Glen Innes,2016,-,-,-,-,-,-,-,-,-,"2,290",6.8
110021191,Inverell,2011,-,-,-,-,-,-,-,-,-,"2,432",5.4
110021191,Inverell,2012,-,-,-,-,-,-,-,-,-,"2,491",-
110021191,Inverell,2013,-,-,-,-,-,-,-,-,-,"2,547",-
110021191,Inverell,2014,-,-,-,-,-,-,-,-,-,"3,032",-
110021191,Inverell,2015,-,-,-,-,-,-,-,-,-,"3,124",-
110021191,Inverell,2016,-,-,-,-,-,-,-,-,-,"3,370",6.7
110021192,Inverell Region - East,2011,-,-,-,-,-,-,-,-,-,954,6.9
110021192,Inverell Region - East,2012,-,-,-,-,-,-,-,-,-,"1,000",-
110021192,Inverell Region - East,2013,-,-,-,-,-,-,-,-,-,"1,041",-
110021192,Inverell Region - East,2014,-,-,-,-,-,-,-,-,-,"1,216",-
110021192,Inverell Region - East,2015,-,-,-,-,-,-,-,-,-,"1,309",-
110021192,Inverell Region - East,2016,-,-,-,-,-,-,-,-,-,"1,271",7.5
110021193,Inverell Region - West,2011,-,-,-,-,-,-,-,-,-,"1,320",7.2
110021193,Inverell Region - West,2012,-,-,-,-,-,-,-,-,-,"1,406",-
110021193,Inverell Region - West,2013,-,-,-,-,-,-,-,-,-,"1,425",-
110021193,Inverell Region - West,2014,-,-,-,-,-,-,-,-,-,"1,629",-
110021193,Inverell Region - West,2015,-,-,-,-,-,-,-,-,-,"1,697",-
110021193,Inverell Region - West,2016,-,-,-,-,-,-,-,-,-,"1,740",6.9
110021194,Tenterfield,2011,-,-,-,-,-,-,-,-,-,"1,645",6.9
110021194,Tenterfield,2012,-,-,-,-,-,-,-,-,-,"1,698",-
110021194,Tenterfield,2013,-,-,-,-,-,-,-,-,-,"1,694",-
110021194,Tenterfield,2014,-,-,-,-,-,-,-,-,-,"1,807",-
110021194,Tenterfield,2015,-,-,-,-,-,-,-,-,-,"1,873",-
110021194,Tenterfield,2016,-,-,-,-,-,-,-,-,-,"1,951",6.2
110031195,Moree,2011,-,-,-,-,-,-,-,-,-,"2,384",4.2
110031195,Moree,2012,-,-,-,-,-,-,-,-,-,"2,444",-
110031195,Moree,2013,-,-,-,-,-,-,-,-,-,"2,472",-
110031195,Moree,2014,-,-,-,-,-,-,-,-,-,"2,536",-
110031195,Moree,2015,-,-,-,-,-,-,-,-,-,"2,602",-
110031195,Moree,2016,-,-,-,-,-,-,-,-,-,"2,183",5.2
110031196,Moree Region,2011,-,-,-,-,-,-,-,-,-,"1,267",3
110031196,Moree Region,2012,-,-,-,-,-,-,-,-,-,"1,316",-
110031196,Moree Region,2013,-,-,-,-,-,-,-,-,-,"1,341",-
110031196,Moree Region,2014,-,-,-,-,-,-,-,-,-,"1,465",-
110031196,Moree Region,2015,-,-,-,-,-,-,-,-,-,"1,545",-
110031196,Moree Region,2016,-,-,-,-,-,-,-,-,-,"1,445",2.8
110031197,Narrabri,2011,-,-,-,-,-,-,-,-,-,"2,094",5
110031197,Narrabri,2012,-,-,-,-,-,-,-,-,-,"2,196",-
110031197,Narrabri,2013,-,-,-,-,-,-,-,-,-,"2,285",-
110031197,Narrabri,2014,-,-,-,-,-,-,-,-,-,"2,480",-
110031197,Narrabri,2015,-,-,-,-,-,-,-,-,-,"2,608",-
110031197,Narrabri,2016,-,-,-,-,-,-,-,-,-,"2,319",4.5
110031198,Narrabri Region,2011,-,-,-,-,-,-,-,-,-,"1,276",4
110031198,Narrabri Region,2012,-,-,-,-,-,-,-,-,-,"1,347",-
110031198,Narrabri Region,2013,-,-,-,-,-,-,-,-,-,"1,346",-
110031198,Narrabri Region,2014,-,-,-,-,-,-,-,-,-,"1,468",-
110031198,Narrabri Region,2015,-,-,-,-,-,-,-,-,-,"1,498",-
110031198,Narrabri Region,2016,-,-,-,-,-,-,-,-,-,"1,478",3.8
110041199,Gunnedah,2011,-,-,-,-,-,-,-,-,-,"2,105",5.1
110041199,Gunnedah,2012,-,-,-,-,-,-,-,-,-,"2,214",-
110041199,Gunnedah,2013,-,-,-,-,-,-,-,-,-,"2,365",-
110041199,Gunnedah,2014,-,-,-,-,-,-,-,-,-,"2,684",-
110041199,Gunnedah,2015,-,-,-,-,-,-,-,-,-,"2,850",-
110041199,Gunnedah,2016,-,-,-,-,-,-,-,-,-,"2,663",5.9
110041200,Gunnedah Region,2011,-,-,-,-,-,-,-,-,-,"1,085",4.9
110041200,Gunnedah Region,2012,-,-,-,-,-,-,-,-,-,"1,139",-
110041200,Gunnedah Region,2013,-,-,-,-,-,-,-,-,-,"1,161",-
110041200,Gunnedah Region,2014,-,-,-,-,-,-,-,-,-,"1,347",-
110041200,Gunnedah Region,2015,-,-,-,-,-,-,-,-,-,"1,370",-
110041200,Gunnedah Region,2016,-,-,-,-,-,-,-,-,-,"1,389",4.4
110041201,Quirindi,2011,-,-,-,-,-,-,-,-,-,"1,954",6.4
110041201,Quirindi,2012,-,-,-,-,-,-,-,-,-,"2,023",-
110041201,Quirindi,2013,-,-,-,-,-,-,-,-,-,"2,159",-
110041201,Quirindi,2014,-,-,-,-,-,-,-,-,-,"2,303",-
110041201,Quirindi,2015,-,-,-,-,-,-,-,-,-,"2,381",-
110041201,Quirindi,2016,-,-,-,-,-,-,-,-,-,"2,358",6.3
110041202,Tamworth - East,2011,-,-,-,-,-,-,-,-,-,"4,784",4.3
110041202,Tamworth - East,2012,-,-,-,-,-,-,-,-,-,"4,953",-
110041202,Tamworth - East,2013,-,-,-,-,-,-,-,-,-,"5,229",-
110041202,Tamworth - East,2014,-,-,-,-,-,-,-,-,-,"5,655",-
110041202,Tamworth - East,2015,-,-,-,-,-,-,-,-,-,"5,887",-
110041202,Tamworth - East,2016,-,-,-,-,-,-,-,-,-,"5,992",4.9
110041203,Tamworth - North,2011,-,-,-,-,-,-,-,-,-,"3,822",7
110041203,Tamworth - North,2012,-,-,-,-,-,-,-,-,-,"3,917",-
110041203,Tamworth - North,2013,-,-,-,-,-,-,-,-,-,"4,127",-
110041203,Tamworth - North,2014,-,-,-,-,-,-,-,-,-,"4,554",-
110041203,Tamworth - North,2015,-,-,-,-,-,-,-,-,-,"4,737",-
110041203,Tamworth - North,2016,-,-,-,-,-,-,-,-,-,"5,141",7
110041204,Tamworth - West,2011,-,-,-,-,-,-,-,-,-,616,4.5
110041204,Tamworth - West,2012,-,-,-,-,-,-,-,-,-,610,-
110041204,Tamworth - West,2013,-,-,-,-,-,-,-,-,-,694,-
110041204,Tamworth - West,2014,-,-,-,-,-,-,-,-,-,801,-
110041204,Tamworth - West,2015,-,-,-,-,-,-,-,-,-,899,-
110041204,Tamworth - West,2016,-,-,-,-,-,-,-,-,-,922,5.6
110041205,Tamworth Region,2011,-,-,-,-,-,-,-,-,-,"4,551",5.5
110041205,Tamworth Region,2012,-,-,-,-,-,-,-,-,-,"4,899",-
110041205,Tamworth Region,2013,-,-,-,-,-,-,-,-,-,"5,277",-
110041205,Tamworth Region,2014,-,-,-,-,-,-,-,-,-,"5,800",-
110041205,Tamworth Region,2015,-,-,-,-,-,-,-,-,-,"6,209",-
110041205,Tamworth Region,2016,-,-,-,-,-,-,-,-,-,"6,363",5.3
111011206,Belmont - Bennetts Green,2011,-,-,-,-,-,-,-,-,-,"5,666",5.6
111011206,Belmont - Bennetts Green,2012,-,-,-,-,-,-,-,-,-,"5,871",-
111011206,Belmont - Bennetts Green,2013,-,-,-,-,-,-,-,-,-,"5,979",-
111011206,Belmont - Bennetts Green,2014,-,-,-,-,-,-,-,-,-,"6,255",-
111011206,Belmont - Bennetts Green,2015,-,-,-,-,-,-,-,-,-,"6,563",-
111011206,Belmont - Bennetts Green,2016,-,-,-,-,-,-,-,-,-,"6,665",6.6
111011207,Belmont South - Blacksmiths,2011,-,-,-,-,-,-,-,-,-,"1,388",6.9
111011207,Belmont South - Blacksmiths,2012,-,-,-,-,-,-,-,-,-,"1,450",-
111011207,Belmont South - Blacksmiths,2013,-,-,-,-,-,-,-,-,-,"1,483",-
111011207,Belmont South - Blacksmiths,2014,-,-,-,-,-,-,-,-,-,"1,545",-
111011207,Belmont South - Blacksmiths,2015,-,-,-,-,-,-,-,-,-,"1,636",-
111011207,Belmont South - Blacksmiths,2016,-,-,-,-,-,-,-,-,-,"1,694",7.3
111011208,Charlestown - Dudley,2011,-,-,-,-,-,-,-,-,-,"8,104",4.8
111011208,Charlestown - Dudley,2012,-,-,-,-,-,-,-,-,-,"8,352",-
111011208,Charlestown - Dudley,2013,-,-,-,-,-,-,-,-,-,"8,463",-
111011208,Charlestown - Dudley,2014,-,-,-,-,-,-,-,-,-,"9,056",-
111011208,Charlestown - Dudley,2015,-,-,-,-,-,-,-,-,-,"9,444",-
111011208,Charlestown - Dudley,2016,-,-,-,-,-,-,-,-,-,"9,700",5.6
111011209,Glendale - Cardiff - Hillsborough,2011,-,-,-,-,-,-,-,-,-,"7,553",5.5
111011209,Glendale - Cardiff - Hillsborough,2012,-,-,-,-,-,-,-,-,-,"7,965",-
111011209,Glendale - Cardiff - Hillsborough,2013,-,-,-,-,-,-,-,-,-,"8,116",-
111011209,Glendale - Cardiff - Hillsborough,2014,-,-,-,-,-,-,-,-,-,"8,392",-
111011209,Glendale - Cardiff - Hillsborough,2015,-,-,-,-,-,-,-,-,-,"8,759",-
111011209,Glendale - Cardiff - Hillsborough,2016,-,-,-,-,-,-,-,-,-,"8,889",6.1
111011210,Mount Hutton - Windale,2011,-,-,-,-,-,-,-,-,-,"1,811",8.4
111011210,Mount Hutton - Windale,2012,-,-,-,-,-,-,-,-,-,"1,823",-
111011210,Mount Hutton - Windale,2013,-,-,-,-,-,-,-,-,-,"1,940",-
111011210,Mount Hutton - Windale,2014,-,-,-,-,-,-,-,-,-,"2,034",-
111011210,Mount Hutton - Windale,2015,-,-,-,-,-,-,-,-,-,"2,177",-
111011210,Mount Hutton - Windale,2016,-,-,-,-,-,-,-,-,-,"2,238",9.5
111011211,Redhead,2011,-,-,-,-,-,-,-,-,-,"1,338",5.5
111011211,Redhead,2012,-,-,-,-,-,-,-,-,-,"1,376",-
111011211,Redhead,2013,-,-,-,-,-,-,-,-,-,"1,349",-
111011211,Redhead,2014,-,-,-,-,-,-,-,-,-,"1,394",-
111011211,Redhead,2015,-,-,-,-,-,-,-,-,-,"1,446",-
111011211,Redhead,2016,-,-,-,-,-,-,-,-,-,"1,508",7.1
111011212,Swansea - Caves Beach,2011,-,-,-,-,-,-,-,-,-,"2,882",6.4
111011212,Swansea - Caves Beach,2012,-,-,-,-,-,-,-,-,-,"3,098",-
111011212,Swansea - Caves Beach,2013,-,-,-,-,-,-,-,-,-,"3,153",-
111011212,Swansea - Caves Beach,2014,-,-,-,-,-,-,-,-,-,"3,422",-
111011212,Swansea - Caves Beach,2015,-,-,-,-,-,-,-,-,-,"3,587",-
111011212,Swansea - Caves Beach,2016,-,-,-,-,-,-,-,-,-,"3,729",6.6
111011213,Valentine - Eleebana,2011,-,-,-,-,-,-,-,-,-,"5,636",3.6
111011213,Valentine - Eleebana,2012,-,-,-,-,-,-,-,-,-,"5,704",-
111011213,Valentine - Eleebana,2013,-,-,-,-,-,-,-,-,-,"5,631",-
111011213,Valentine - Eleebana,2014,-,-,-,-,-,-,-,-,-,"5,774",-
111011213,Valentine - Eleebana,2015,-,-,-,-,-,-,-,-,-,"5,972",-
111011213,Valentine - Eleebana,2016,-,-,-,-,-,-,-,-,-,"6,033",4.3
111011214,Warners Bay - Boolaroo,2011,-,-,-,-,-,-,-,-,-,"4,611",5.2
111011214,Warners Bay - Boolaroo,2012,-,-,-,-,-,-,-,-,-,"4,792",-
111011214,Warners Bay - Boolaroo,2013,-,-,-,-,-,-,-,-,-,"4,810",-
111011214,Warners Bay - Boolaroo,2014,-,-,-,-,-,-,-,-,-,"5,091",-
111011214,Warners Bay - Boolaroo,2015,-,-,-,-,-,-,-,-,-,"5,350",-
111011214,Warners Bay - Boolaroo,2016,-,-,-,-,-,-,-,-,-,"5,539",5.6
111021215,Bolton Point - Teralba,2011,-,-,-,-,-,-,-,-,-,"2,049",10.2
111021215,Bolton Point - Teralba,2012,-,-,-,-,-,-,-,-,-,"2,172",-
111021215,Bolton Point - Teralba,2013,-,-,-,-,-,-,-,-,-,"2,195",-
111021215,Bolton Point - Teralba,2014,-,-,-,-,-,-,-,-,-,"2,283",-
111021215,Bolton Point - Teralba,2015,-,-,-,-,-,-,-,-,-,"2,403",-
111021215,Bolton Point - Teralba,2016,-,-,-,-,-,-,-,-,-,"2,501",8
111021216,Bonnells Bay - Silverwater,2011,-,-,-,-,-,-,-,-,-,"2,257",4.7
111021216,Bonnells Bay - Silverwater,2012,-,-,-,-,-,-,-,-,-,"2,361",-
111021216,Bonnells Bay - Silverwater,2013,-,-,-,-,-,-,-,-,-,"2,443",-
111021216,Bonnells Bay - Silverwater,2014,-,-,-,-,-,-,-,-,-,"2,530",-
111021216,Bonnells Bay - Silverwater,2015,-,-,-,-,-,-,-,-,-,"2,737",-
111021216,Bonnells Bay - Silverwater,2016,-,-,-,-,-,-,-,-,-,"2,851",5.7
111021217,Edgeworth - Cameron Park,2011,-,-,-,-,-,-,-,-,-,"3,347",6.1
111021217,Edgeworth - Cameron Park,2012,-,-,-,-,-,-,-,-,-,"3,629",-
111021217,Edgeworth - Cameron Park,2013,-,-,-,-,-,-,-,-,-,"3,853",-
111021217,Edgeworth - Cameron Park,2014,-,-,-,-,-,-,-,-,-,"4,248",-
111021217,Edgeworth - Cameron Park,2015,-,-,-,-,-,-,-,-,-,"4,559",-
111021217,Edgeworth - Cameron Park,2016,-,-,-,-,-,-,-,-,-,"4,870",6.6
111021218,Morisset - Cooranbong,2011,-,-,-,-,-,-,-,-,-,"3,447",9.7
111021218,Morisset - Cooranbong,2012,-,-,-,-,-,-,-,-,-,"3,576",-
111021218,Morisset - Cooranbong,2013,-,-,-,-,-,-,-,-,-,"3,698",-
111021218,Morisset - Cooranbong,2014,-,-,-,-,-,-,-,-,-,"3,921",-
111021218,Morisset - Cooranbong,2015,-,-,-,-,-,-,-,-,-,"4,209",-
111021218,Morisset - Cooranbong,2016,-,-,-,-,-,-,-,-,-,"4,421",8.8
111021219,Toronto - Awaba,2011,-,-,-,-,-,-,-,-,-,"3,893",7.7
111021219,Toronto - Awaba,2012,-,-,-,-,-,-,-,-,-,"4,070",-
111021219,Toronto - Awaba,2013,-,-,-,-,-,-,-,-,-,"4,152",-
111021219,Toronto - Awaba,2014,-,-,-,-,-,-,-,-,-,"4,362",-
111021219,Toronto - Awaba,2015,-,-,-,-,-,-,-,-,-,"4,540",-
111021219,Toronto - Awaba,2016,-,-,-,-,-,-,-,-,-,"4,571",8.6
111021220,Wangi Wangi - Rathmines,2011,-,-,-,-,-,-,-,-,-,"3,170",5.1
111021220,Wangi Wangi - Rathmines,2012,-,-,-,-,-,-,-,-,-,"3,253",-
111021220,Wangi Wangi - Rathmines,2013,-,-,-,-,-,-,-,-,-,"3,255",-
111021220,Wangi Wangi - Rathmines,2014,-,-,-,-,-,-,-,-,-,"3,322",-
111021220,Wangi Wangi - Rathmines,2015,-,-,-,-,-,-,-,-,-,"3,377",-
111021220,Wangi Wangi - Rathmines,2016,-,-,-,-,-,-,-,-,-,"3,415",5.6
111021221,West Wallsend - Barnsley - Killingworth,2011,-,-,-,-,-,-,-,-,-,"1,662",4.7
111021221,West Wallsend - Barnsley - Killingworth,2012,-,-,-,-,-,-,-,-,-,"1,749",-
111021221,West Wallsend - Barnsley - Killingworth,2013,-,-,-,-,-,-,-,-,-,"1,789",-
111021221,West Wallsend - Barnsley - Killingworth,2014,-,-,-,-,-,-,-,-,-,"1,940",-
111021221,West Wallsend - Barnsley - Killingworth,2015,-,-,-,-,-,-,-,-,-,"2,061",-
111021221,West Wallsend - Barnsley - Killingworth,2016,-,-,-,-,-,-,-,-,-,"2,160",6
111031222,Adamstown - Kotara,2011,-,-,-,-,-,-,-,-,-,"5,856",3.9
111031222,Adamstown - Kotara,2012,-,-,-,-,-,-,-,-,-,"6,114",-
111031222,Adamstown - Kotara,2013,-,-,-,-,-,-,-,-,-,"6,083",-
111031222,Adamstown - Kotara,2014,-,-,-,-,-,-,-,-,-,"6,430",-
111031222,Adamstown - Kotara,2015,-,-,-,-,-,-,-,-,-,"6,644",-
111031222,Adamstown - Kotara,2016,-,-,-,-,-,-,-,-,-,"6,706",4.6
111031223,Beresfield - Hexham,2011,-,-,-,-,-,-,-,-,-,"1,743",6.4
111031223,Beresfield - Hexham,2012,-,-,-,-,-,-,-,-,-,"1,794",-
111031223,Beresfield - Hexham,2013,-,-,-,-,-,-,-,-,-,"1,799",-
111031223,Beresfield - Hexham,2014,-,-,-,-,-,-,-,-,-,"1,873",-
111031223,Beresfield - Hexham,2015,-,-,-,-,-,-,-,-,-,"1,970",-
111031223,Beresfield - Hexham,2016,-,-,-,-,-,-,-,-,-,"2,006",7.8
111031224,Hamilton - Broadmeadow,2011,-,-,-,-,-,-,-,-,-,"3,902",4.9
111031224,Hamilton - Broadmeadow,2012,-,-,-,-,-,-,-,-,-,"4,042",-
111031224,Hamilton - Broadmeadow,2013,-,-,-,-,-,-,-,-,-,"4,128",-
111031224,Hamilton - Broadmeadow,2014,-,-,-,-,-,-,-,-,-,"4,294",-
111031224,Hamilton - Broadmeadow,2015,-,-,-,-,-,-,-,-,-,"4,510",-
111031224,Hamilton - Broadmeadow,2016,-,-,-,-,-,-,-,-,-,"4,622",5.9
111031225,Lambton - New Lambton,2011,-,-,-,-,-,-,-,-,-,"5,995",4.6
111031225,Lambton - New Lambton,2012,-,-,-,-,-,-,-,-,-,"6,175",-
111031225,Lambton - New Lambton,2013,-,-,-,-,-,-,-,-,-,"6,284",-
111031225,Lambton - New Lambton,2014,-,-,-,-,-,-,-,-,-,"6,650",-
111031225,Lambton - New Lambton,2015,-,-,-,-,-,-,-,-,-,"6,861",-
111031225,Lambton - New Lambton,2016,-,-,-,-,-,-,-,-,-,"7,085",5.2
111031226,Maryland - Fletcher - Minmi,2011,-,-,-,-,-,-,-,-,-,"3,664",3.8
111031226,Maryland - Fletcher - Minmi,2012,-,-,-,-,-,-,-,-,-,"3,881",-
111031226,Maryland - Fletcher - Minmi,2013,-,-,-,-,-,-,-,-,-,"4,122",-
111031226,Maryland - Fletcher - Minmi,2014,-,-,-,-,-,-,-,-,-,"4,520",-
111031226,Maryland - Fletcher - Minmi,2015,-,-,-,-,-,-,-,-,-,"4,793",-
111031226,Maryland - Fletcher - Minmi,2016,-,-,-,-,-,-,-,-,-,"5,001",4.9
111031227,Mayfield - Warabrook,2011,-,-,-,-,-,-,-,-,-,"3,473",7.9
111031227,Mayfield - Warabrook,2012,-,-,-,-,-,-,-,-,-,"3,706",-
111031227,Mayfield - Warabrook,2013,-,-,-,-,-,-,-,-,-,"3,783",-
111031227,Mayfield - Warabrook,2014,-,-,-,-,-,-,-,-,-,"4,170",-
111031227,Mayfield - Warabrook,2015,-,-,-,-,-,-,-,-,-,"4,385",-
111031227,Mayfield - Warabrook,2016,-,-,-,-,-,-,-,-,-,"4,480",6.8
111031228,Merewether - The Junction,2011,-,-,-,-,-,-,-,-,-,"6,213",3.3
111031228,Merewether - The Junction,2012,-,-,-,-,-,-,-,-,-,"6,466",-
111031228,Merewether - The Junction,2013,-,-,-,-,-,-,-,-,-,"6,643",-
111031228,Merewether - The Junction,2014,-,-,-,-,-,-,-,-,-,"6,909",-
111031228,Merewether - The Junction,2015,-,-,-,-,-,-,-,-,-,"7,089",-
111031228,Merewether - The Junction,2016,-,-,-,-,-,-,-,-,-,"7,118",3.5
111031229,Newcastle - Cooks Hill,2011,-,-,-,-,-,-,-,-,-,"4,173",2.9
111031229,Newcastle - Cooks Hill,2012,-,-,-,-,-,-,-,-,-,"4,426",-
111031229,Newcastle - Cooks Hill,2013,-,-,-,-,-,-,-,-,-,"4,489",-
111031229,Newcastle - Cooks Hill,2014,-,-,-,-,-,-,-,-,-,"4,720",-
111031229,Newcastle - Cooks Hill,2015,-,-,-,-,-,-,-,-,-,"5,011",-
111031229,Newcastle - Cooks Hill,2016,-,-,-,-,-,-,-,-,-,"5,170",3.6
111031231,Shortland - Jesmond,2011,-,-,-,-,-,-,-,-,-,"1,672",7
111031231,Shortland - Jesmond,2012,-,-,-,-,-,-,-,-,-,"1,784",-
111031231,Shortland - Jesmond,2013,-,-,-,-,-,-,-,-,-,"1,711",-
111031231,Shortland - Jesmond,2014,-,-,-,-,-,-,-,-,-,"1,806",-
111031231,Shortland - Jesmond,2015,-,-,-,-,-,-,-,-,-,"1,911",-
111031231,Shortland - Jesmond,2016,-,-,-,-,-,-,-,-,-,"1,993",6.9
111031232,Stockton - Fullerton Cove,2011,-,-,-,-,-,-,-,-,-,"1,614",14.5
111031232,Stockton - Fullerton Cove,2012,-,-,-,-,-,-,-,-,-,"1,691",-
111031232,Stockton - Fullerton Cove,2013,-,-,-,-,-,-,-,-,-,"1,809",-
111031232,Stockton - Fullerton Cove,2014,-,-,-,-,-,-,-,-,-,"2,001",-
111031232,Stockton - Fullerton Cove,2015,-,-,-,-,-,-,-,-,-,"2,287",-
111031232,Stockton - Fullerton Cove,2016,-,-,-,-,-,-,-,-,-,"2,444",12.5
111031233,Wallsend - Elermore Vale,2011,-,-,-,-,-,-,-,-,-,"5,512",7.3
111031233,Wallsend - Elermore Vale,2012,-,-,-,-,-,-,-,-,-,"5,715",-
111031233,Wallsend - Elermore Vale,2013,-,-,-,-,-,-,-,-,-,"5,692",-
111031233,Wallsend - Elermore Vale,2014,-,-,-,-,-,-,-,-,-,"6,079",-
111031233,Wallsend - Elermore Vale,2015,-,-,-,-,-,-,-,-,-,"6,318",-
111031233,Wallsend - Elermore Vale,2016,-,-,-,-,-,-,-,-,-,"6,241",8.2
111031234,Waratah - North Lambton,2011,-,-,-,-,-,-,-,-,-,"3,024",9.2
111031234,Waratah - North Lambton,2012,-,-,-,-,-,-,-,-,-,"3,140",-
111031234,Waratah - North Lambton,2013,-,-,-,-,-,-,-,-,-,"3,228",-
111031234,Waratah - North Lambton,2014,-,-,-,-,-,-,-,-,-,"3,376",-
111031234,Waratah - North Lambton,2015,-,-,-,-,-,-,-,-,-,"3,573",-
111031234,Waratah - North Lambton,2016,-,-,-,-,-,-,-,-,-,"3,626",5.4
111031235,Wickham - Carrington - Tighes Hill,2011,-,-,-,-,-,-,-,-,-,"1,960",4.7
111031235,Wickham - Carrington - Tighes Hill,2012,-,-,-,-,-,-,-,-,-,"2,141",-
111031235,Wickham - Carrington - Tighes Hill,2013,-,-,-,-,-,-,-,-,-,"2,316",-
111031235,Wickham - Carrington - Tighes Hill,2014,-,-,-,-,-,-,-,-,-,"2,551",-
111031235,Wickham - Carrington - Tighes Hill,2015,-,-,-,-,-,-,-,-,-,"2,793",-
111031235,Wickham - Carrington - Tighes Hill,2016,-,-,-,-,-,-,-,-,-,"2,851",4.5
112011236,Ballina,2011,-,-,-,-,-,-,-,-,-,"3,940",7.9
112011236,Ballina,2012,-,-,-,-,-,-,-,-,-,"4,102",-
112011236,Ballina,2013,-,-,-,-,-,-,-,-,-,"4,171",-
112011236,Ballina,2014,-,-,-,-,-,-,-,-,-,"4,590",-
