CODE,LABEL,YEAR,LAND AREA  ha,WATER USE ON AUSTRALIAN FARMS Area of agricultural land ha,WATER USE ON AUSTRALIAN FARMS Area irrigated ha,WATER USE ON AUSTRALIAN FARMS Volume of water applied ML,"WATER USE ON AUSTRALIAN FARMS Application rate, area watered and used ML/ha",PROTECTED AREAS  Indigenous Protected Area no.,PROTECTED AREAS National Parks no.,PROTECTED AREAS Nature Reserves no.,PROTECTED AREAS All Other Protected Areas no.,PROTECTED AREAS Total no.,PROTECTED AREAS  Indigenous Protected Area ha,PROTECTED AREAS National Parks ha,PROTECTED AREAS Nature Reserves ha,PROTECTED AREAS All Other Protected Areas ha,PROTECTED AREAS Total ha,PROTECTED AREAS  Indigenous Protected Area %,PROTECTED AREAS National Parks %,PROTECTED AREAS Nature Reserves %,PROTECTED AREAS All Other Protected Areas %,PROTECTED AREAS Total %,SOLAR INSTALLATIONS Small-Scale Solar Panel System Installations no.,SOLAR INSTALLATIONS Increase in installations from previous year %,SOLAR INSTALLATIONS Solar Water Heater Installations no.,SOLAR INSTALLATIONS Increase in SWH installations from previous year %
113011257,Griffith Region,2018,"2,302,020.40",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113011258,Leeton,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,385,-,106,-
113011258,Leeton,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,523,35.8,110,3.8
113011258,Leeton,2016,-,-,-,-,-,-,1,-,-,1,-,"1,109",-,-,"1,109",-,3,-,-,3,596,14,113,2.7
113011258,Leeton,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,667,11.9,113,-
113011258,Leeton,2018,"37,387.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113011259,Narrandera,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,309,-,65,-
113011259,Narrandera,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,421,36.2,66,1.5
113011259,Narrandera,2016,-,-,-,-,-,-,1,2,2,5,-,"3,072",217,349,"3,639",-,0.6,-,0.1,0.7,462,9.7,66,-
113011259,Narrandera,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,507,9.7,69,4.5
113011259,Narrandera,2018,"540,927.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113021260,Tumbarumba,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,261,-,81,-
113021260,Tumbarumba,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,319,22.2,85,4.9
113021260,Tumbarumba,2016,-,-,-,-,-,-,4,5,9,18,-,"206,856","14,471",540,"221,867",-,45.8,3.2,0.1,49.1,366,14.7,85,-
113021260,Tumbarumba,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398,8.7,86,1.2
113021260,Tumbarumba,2018,"452,071.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113021261,Tumut,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,86,-
113021261,Tumut,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,407,23.3,92,7
113021261,Tumut,2016,-,-,-,-,-,-,1,-,-,1,-,23,-,-,23,-,0.6,-,-,0.6,457,12.3,93,1.1
113021261,Tumut,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,567,24.1,96,3.2
113021261,Tumut,2018,"4,030.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113021262,Tumut Region,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,291,-,97,-
113021262,Tumut Region,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,340,16.8,100,3.1
113021262,Tumut Region,2016,-,-,-,-,-,-,5,3,2,10,-,"181,248","11,713",542,"193,504",-,39.3,2.5,0.1,41.9,375,10.3,103,3
113021262,Tumut Region,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,462,23.2,105,1.9
113021262,Tumut Region,2018,"461,374.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031263,Cootamundra,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,460,-,101,-
113031263,Cootamundra,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,534,16.1,103,2
113031263,Cootamundra,2016,-,-,-,-,-,-,1,3,-,4,-,"1,037",672,-,"1,710",-,0.6,0.4,-,1,573,7.3,104,1
113031263,Cootamundra,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,638,11.3,104,-
113031263,Cootamundra,2018,"165,612.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031264,Gundagai,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,-,81,-
113031264,Gundagai,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,265,22.1,81,-
113031264,Gundagai,2016,-,-,-,-,-,-,-,2,1,3,-,-,"1,577","1,630","3,207",-,-,0.7,0.7,1.4,305,15.1,82,1.2
113031264,Gundagai,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,351,15.1,83,1.2
113031264,Gundagai,2018,"236,252.40",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031265,Junee,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272,-,81,-
113031265,Junee,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332,22.1,83,2.5
113031265,Junee,2016,-,-,-,-,-,-,1,1,-,2,-,52,"3,410",-,"3,462",-,-,1.7,-,1.8,356,7.2,84,1.2
113031265,Junee,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,388,9,87,3.6
113031265,Junee,2018,"197,087.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031266,Temora,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,356,-,89,-
113031266,Temora,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,425,19.4,93,4.5
113031266,Temora,2016,-,-,-,-,-,-,1,5,-,6,-,715,"5,977",-,"6,692",-,0.2,1.7,-,1.9,472,11.1,94,1.1
113031266,Temora,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,539,14.2,96,2.1
113031266,Temora,2018,"343,426.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031267,Wagga Wagga - East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,729,-,192,-
113031267,Wagga Wagga - East,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,809,11,197,2.6
113031267,Wagga Wagga - East,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,875,8.2,203,3
113031267,Wagga Wagga - East,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,967,10.5,206,1.5
113031267,Wagga Wagga - East,2018,"5,404.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031268,Wagga Wagga - North,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,-,46,-
113031268,Wagga Wagga - North,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148,11.3,47,2.2
113031268,Wagga Wagga - North,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,8.1,48,2.1
113031268,Wagga Wagga - North,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176,10,49,2.1
113031268,Wagga Wagga - North,2018,"5,367.80",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031269,Wagga Wagga - South,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,950,-,240,-
113031269,Wagga Wagga - South,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,053",10.8,246,2.5
113031269,Wagga Wagga - South,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,137",8,254,3.3
113031269,Wagga Wagga - South,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,256",10.5,259,2
113031269,Wagga Wagga - South,2018,"2,943.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031270,Wagga Wagga - West,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,521,-,132,-
113031270,Wagga Wagga - West,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,577,10.7,135,2.3
113031270,Wagga Wagga - West,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,623,8,140,3.7
113031270,Wagga Wagga - West,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,688,10.4,142,1.4
113031270,Wagga Wagga - West,2018,"5,493.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113031271,Wagga Wagga Region,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,838,-,295,-
113031271,Wagga Wagga Region,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,985,17.5,308,4.4
113031271,Wagga Wagga Region,2016,-,-,-,-,-,-,3,2,2,7,-,"3,794","1,096","1,954","6,844",-,0.4,0.1,0.2,0.7,"1,068",8.4,314,1.9
113031271,Wagga Wagga Region,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,192",11.6,319,1.6
113031271,Wagga Wagga Region,2018,"933,468.80",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011272,Berry - Kangaroo Valley,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,597,-,600,-
114011272,Berry - Kangaroo Valley,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,658,10.2,630,5
114011272,Berry - Kangaroo Valley,2016,-,-,-,-,-,-,3,6,1,10,-,"5,919","1,977","1,007","8,902",-,11,3.7,1.9,16.6,730,10.9,654,3.8
114011272,Berry - Kangaroo Valley,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,821,12.5,675,3.2
114011272,Berry - Kangaroo Valley,2018,"53,708.80",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011273,Callala Bay - Currarong,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,243,-,295,-
114011273,Callala Bay - Currarong,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264,8.6,304,3.1
114011273,Callala Bay - Currarong,2016,-,-,-,-,-,-,1,1,-,2,-,"3,176",214,-,"3,390",-,19,1.3,-,20.3,281,6.4,311,2.3
114011273,Callala Bay - Currarong,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,314,11.7,321,3.2
114011273,Callala Bay - Currarong,2018,"16,690.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011274,Culburra Beach,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,404,-
114011274,Culburra Beach,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,359,8.8,415,2.7
114011274,Culburra Beach,2016,-,-,-,-,-,-,1,1,-,2,-,11,711,-,722,-,0.1,9.3,-,9.4,381,6.1,425,2.4
114011274,Culburra Beach,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,11.8,439,3.3
114011274,Culburra Beach,2018,"7,640.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011275,Ettrema - Sassafras - Budawang,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
114011275,Ettrema - Sassafras - Budawang,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
114011275,Ettrema - Sassafras - Budawang,2016,-,-,-,-,-,-,5,1,3,9,-,"153,547",2,"18,625","172,174",-,71.6,-,8.7,80.3,4,33.3,-,-
114011275,Ettrema - Sassafras - Budawang,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-
114011275,Ettrema - Sassafras - Budawang,2018,"214,446.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011276,Huskisson - Vincentia,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263,-,344,-
114011276,Huskisson - Vincentia,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,286,8.7,353,2.6
114011276,Huskisson - Vincentia,2016,-,-,-,-,-,-,1,1,-,2,-,971,227,-,"1,198",-,31.3,7.3,-,38.6,304,6.3,362,2.5
114011276,Huskisson - Vincentia,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,340,11.8,374,3.3
114011276,Huskisson - Vincentia,2018,"3,100.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011277,North Nowra - Bomaderry,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,801,-,992,-
114011277,North Nowra - Bomaderry,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,887,10.7,"1,013",2.1
114011277,North Nowra - Bomaderry,2016,-,-,-,-,-,-,-,2,1,3,-,-,319,85,403,-,-,3.2,0.8,4,947,6.8,"1,029",1.6
114011277,North Nowra - Bomaderry,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,067",12.7,"1,056",2.6
114011277,North Nowra - Bomaderry,2018,"9,973.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011278,Nowra,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,025",-,"1,353",-
114011278,Nowra,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,128",10,"1,384",2.3
114011278,Nowra,2016,-,-,-,-,-,-,-,3,-,3,-,-,596,-,596,-,-,5.9,-,5.9,"1,202",6.6,"1,410",1.9
114011278,Nowra,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,352",12.5,"1,450",2.8
114011278,Nowra,2018,"10,168.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011279,St Georges Basin - Erowal Bay,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,869,-,"1,145",-
114011279,St Georges Basin - Erowal Bay,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,944,8.6,"1,177",2.8
114011279,St Georges Basin - Erowal Bay,2016,-,-,-,-,-,-,2,-,1,3,-,733,-,291,"1,024",-,9.5,-,3.8,13.3,"1,003",6.3,"1,205",2.4
114011279,St Georges Basin - Erowal Bay,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,121",11.8,"1,246",3.4
114011279,St Georges Basin - Erowal Bay,2018,"7,694.00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011280,Sussex Inlet - Berrara,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,285,-,356,-
114011280,Sussex Inlet - Berrara,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,309,8.4,366,2.8
114011280,Sussex Inlet - Berrara,2016,-,-,-,-,-,-,1,-,-,1,-,246,-,-,246,-,6.2,-,-,6.2,329,6.5,374,2.2
114011280,Sussex Inlet - Berrara,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367,11.6,387,3.5
114011280,Sussex Inlet - Berrara,2018,"3,983.90",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011281,Tomerong - Wandandian - Woollamia,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227,-,277,-
114011281,Tomerong - Wandandian - Woollamia,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,8.8,285,2.9
114011281,Tomerong - Wandandian - Woollamia,2016,-,-,-,-,-,-,3,4,1,8,-,"2,539","4,479","1,671","8,689",-,6.8,11.9,4.4,23.1,262,6.1,292,2.5
114011281,Tomerong - Wandandian - Woollamia,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,293,11.8,301,3.1
114011281,Tomerong - Wandandian - Woollamia,2018,"37,597.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011282,Ulladulla,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,074",-,"1,003",-
114011282,Ulladulla,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,153",7.4,"1,039",3.6
114011282,Ulladulla,2016,-,-,-,-,-,-,1,-,-,1,-,162,-,-,162,-,3.5,-,-,3.5,"1,240",7.5,"1,066",2.6
114011282,Ulladulla,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,356",9.4,"1,095",2.7
114011282,Ulladulla,2018,"4,677.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114011283,Ulladulla Region,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,354,-,336,-
114011283,Ulladulla Region,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,380,7.3,348,3.6
114011283,Ulladulla Region,2016,-,-,-,-,-,-,5,4,-,9,-,"19,628",946,-,"20,574",-,29,1.4,-,30.4,409,7.6,358,2.9
114011283,Ulladulla Region,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,447,9.3,367,2.5
114011283,Ulladulla Region,2018,"67,761.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114021284,Bowral,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,510,-,142,-
114021284,Bowral,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,616,20.8,146,2.8
114021284,Bowral,2016,-,-,-,-,-,-,-,1,-,1,-,-,13,-,13,-,-,0.2,-,0.2,677,9.9,150,2.7
114021284,Bowral,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,770,13.7,152,1.3
114021284,Bowral,2018,"5,557.20",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114021285,Hill Top - Colo Vale,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,334,-,167,-
114021285,Hill Top - Colo Vale,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,366,9.6,171,2.4
114021285,Hill Top - Colo Vale,2016,-,-,-,-,-,-,2,-,2,4,-,"4,439",-,"2,333","6,772",-,25.5,-,13.4,38.8,403,10.1,174,1.8
114021285,Hill Top - Colo Vale,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,462,14.6,178,2.3
114021285,Hill Top - Colo Vale,2018,"17,437.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114021286,Mittagong,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,471,-,234,-
114021286,Mittagong,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,514,9.1,240,2.6
114021286,Mittagong,2016,-,-,-,-,-,-,-,-,1,1,-,-,-,669,669,-,-,-,9.1,9.1,568,10.5,243,1.3
114021286,Mittagong,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,651,14.6,248,2.1
114021286,Mittagong,2018,"7,375.70",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114021287,Moss Vale - Berrima,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,498,-,273,-
114021287,Moss Vale - Berrima,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,574,15.3,280,2.6
114021287,Moss Vale - Berrima,2016,-,-,-,-,-,-,-,1,-,1,-,-,34,-,34,-,-,0.3,-,0.3,647,12.7,287,2.5
114021287,Moss Vale - Berrima,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,751,16.1,294,2.4
114021287,Moss Vale - Berrima,2018,"11,811.50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114021288,Robertson - Fitzroy Falls,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181,-,89,-
114021288,Robertson - Fitzroy Falls,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,16,92,3.4
114021288,Robertson - Fitzroy Falls,2016,-,-,-,-,-,-,4,1,1,6,-,"12,838",5,854,"13,697",-,25.8,-,1.7,27.5,236,12.4,94,2.2
114021288,Robertson - Fitzroy Falls,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,15.7,96,2.1
114021288,Robertson - Fitzroy Falls,2018,"49,849.40",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114021289,Southern Highlands,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,455,-,199,-
114021289,Southern Highlands,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,512,12.5,207,4
114021289,Southern Highlands,2016,-,-,-,-,-,-,2,2,3,7,-,"5,243","1,287","29,576","36,106",-,3.7,0.9,21,25.6,561,9.6,211,1.9
114021289,Southern Highlands,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,636,13.4,216,2.4
114021289,Southern Highlands,2018,"140,970.10",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011290,Baulkham Hills (East),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,045",-,391,-
115011290,Baulkham Hills (East),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,134",8.5,404,3.3
115011290,Baulkham Hills (East),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,206",6.3,413,2.2
115011290,Baulkham Hills (East),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,303",8,420,1.7
115011290,Baulkham Hills (East),2018,830.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011291,Baulkham Hills (West) - Bella Vista,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,912,-,342,-
115011291,Baulkham Hills (West) - Bella Vista,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,990,8.6,353,3.2
115011291,Baulkham Hills (West) - Bella Vista,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,053",6.4,361,2.3
115011291,Baulkham Hills (West) - Bella Vista,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,137",8,368,1.9
115011291,Baulkham Hills (West) - Bella Vista,2018,"1,096.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011294,Glenhaven,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332,-,204,-
115011294,Glenhaven,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,362,9,210,2.9
115011294,Glenhaven,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400,10.5,216,2.9
115011294,Glenhaven,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,445,11.3,226,4.6
115011294,Glenhaven,2018,723.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011296,West Pennant Hills,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,585,-,203,-
115011296,West Pennant Hills,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,631,7.9,208,2.5
115011296,West Pennant Hills,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,657,4.1,211,1.4
115011296,West Pennant Hills,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,714,8.7,217,2.8
115011296,West Pennant Hills,2018,782.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011553,Castle Hill - Central,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,288,-,117,-
115011553,Castle Hill - Central,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310,7.6,120,2.6
115011553,Castle Hill - Central,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,329,6.1,123,2.5
115011553,Castle Hill - Central,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360,9.4,125,1.6
115011553,Castle Hill - Central,2018,415.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011554,Castle Hill - East,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,223,-,86,-
115011554,Castle Hill - East,2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,7.6,88,2.3
115011554,Castle Hill - East,2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255,6.3,91,3.4
115011554,Castle Hill - East,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278,9,93,2.2
115011554,Castle Hill - East,2018,207.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115011555,Castle Hill - North,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,459,-,187,-
